Channel.127..H1417	Channel.128..DMS79	Channel.129..H128	Channel.130..H209.1	Channel.131..H524	Channel.127..DMS53	Channel.128..H526	Channel.129..H69	Channel.130..H82	Channel.131..H446	Channel.128..DMS153	Channel.130..H209.9	Channel.127..A549	Channel.128..H1355	Channel.129..H23	Channel.130..H441	Channel.131..H1792	Channel.127..H1299	Channel.128..H1944	Channel.129..H358	Channel.130..H1734	Channel.131..H460	Channel.127..H1650	Channel.128..HCC827	Channel.129..H1975	Channel.130..Calu.3	Channel.131..H2106	Channel.127..H2342	Channel.128..H2073	Channel.129..Lou.NH91	Channel.130..HCC15	Channel.131..H1703	Channel.127..H2228	Channel.128..H3122	Channel.129..HCC78	Channel.130..H661	Channel.131..H1781	Channel.127..H1666	Channel.128..CAL.12T	Channel.129..H2405	Channel.130..HCC44	Channel.131..H1437.8	Channel.127..H838	Channel.129..H2073	Channel.131..H1437.9
Channel.130..H661	0.620267482915534	0.629264738355119	0.629854485391453	0.651918062614073	0.613144345182949	0.675891210189815	0.553214329097867	0.5423944161111	0.463680849782448	0.739732907623872	0.408943729432038	0.44416500352534	0.674195469817142	0.58291328163853	0.714338546537624	0.563373483272086	0.703554834494003	0.799604733396524	0.512517380124369	0.619783604062644	0.6323630968388	0.751768911352946	0.638317538483789	0.598126389274957	0.674598228351086	0.602611600343627	0.59920460226933	0.667097285248518	0.643800565163487	0.617000116980847	0.678927835647425	0.774618692082621	0.713893329357591	0.660069907454933	0.57944412747447	1	0.643156026436251	0.698561908891965	0.685103397011637	0.707092658302078	0.789675448072783	0.657825826928646	0.747855341036914	0.668775078341956	0.650994861644756
Channel.131..H1781	0.598282404780468	0.65077373329087	0.502423608771878	0.564144276026824	0.46466695820687	0.714326923294296	0.514199711190986	0.414668503976328	0.284532324049722	0.704872796512353	0.385132770090984	0.242677173962515	0.607417042188417	0.56083719619846	0.531465255689985	0.69440666510359	0.586947951675876	0.63568341247387	0.477211760983642	0.667903247451084	0.679522449652756	0.655479166441387	0.619505817095858	0.669281527196906	0.597502996348211	0.691646694347885	0.482125085838225	0.735213299496359	0.744012875901185	0.617799438251442	0.714398912171481	0.693485905318365	0.739607913965806	0.78115472877085	0.7727847087197	0.643156026436251	1	0.732616155528735	0.713096092825652	0.701212846964992	0.717359560588055	0.743688290174186	0.642832498024538	0.675860939409582	0.714700405650053
Channel.127..H1666	0.65391884100036	0.636804423041399	0.631627967457619	0.633052631415173	0.574744762326184	0.703866394703788	0.567045332352796	0.526967854733807	0.406997764815961	0.704696981960094	0.376794449713704	0.302065851178094	0.717591944623951	0.583990904183093	0.636051247072828	0.737090660707353	0.682925508380711	0.702322118847687	0.593232690708408	0.727671515336914	0.709582295748985	0.711220896071132	0.720094319230545	0.700907121883428	0.717042638129158	0.708497152960869	0.531883041348655	0.74290546753069	0.764000376284323	0.642628117277301	0.766140341487108	0.755243345243844	0.758995855924294	0.733462806911283	0.758811081338954	0.698561908891965	0.732616155528735	1	0.722003061228499	0.828674797712675	0.807110863013714	0.797338555223736	0.760611662515633	0.775017620566944	0.76341945346237
Channel.128..CAL.12T	0.59044739709216	0.626525229296619	0.559070971658473	0.605685102487084	0.541756708214766	0.707402481907713	0.520437293261045	0.492667655071195	0.403773778093297	0.71563297842755	0.369122293912333	0.323230227865136	0.670196566215413	0.625153364903196	0.644389110768885	0.676197308967551	0.668369624803065	0.729498920269233	0.491570315744125	0.678547718901584	0.705263799293401	0.715534170231757	0.626802099896022	0.675954332292812	0.646596495369095	0.683832950897671	0.512734884027376	0.733326448131718	0.712435015262691	0.649494841681059	0.722644855598305	0.714673450400289	0.678429832543378	0.679371356284138	0.712579440715724	0.685103397011637	0.713096092825652	0.722003061228499	1	0.762685967067379	0.815841981113483	0.737906519585795	0.712713880877357	0.706933865615283	0.689673964730853
Channel.129..H2405	0.652232158252034	0.670956461630336	0.607223257201896	0.614644763918731	0.557072964179816	0.746144385108902	0.556326005394336	0.523441777311446	0.364884695222399	0.730573272259957	0.376547868872542	0.27097155552932	0.70714799448827	0.625357268007163	0.652515078660939	0.689141657043596	0.68173696378156	0.734342103936742	0.557324419105861	0.677694357243823	0.693547066122687	0.730323601265163	0.689292345424234	0.691174708816008	0.693219066275241	0.72968347191988	0.527974450188212	0.730433979229617	0.748696907229508	0.686345286524081	0.758898791260311	0.765099884021633	0.752347003284645	0.673515755973263	0.746795099323986	0.707092658302078	0.701212846964992	0.828674797712675	0.762685967067379	1	0.79515105986574	0.76244263732419	0.733087312576205	0.752851802714513	0.708441750635804
Channel.130..HCC44	0.626138250187072	0.649990972215151	0.603428677312362	0.63315034054041	0.57538481916682	0.737624181320615	0.539939948970026	0.535717004312167	0.407742711630991	0.79265698583518	0.366398130122231	0.307394879577325	0.716873502336007	0.62622051784541	0.693658670819687	0.705310301765817	0.696112504050475	0.800467575665441	0.52979293371395	0.683401466002636	0.715490355834924	0.783205947588734	0.649060499049247	0.711210760902359	0.728408650597372	0.694371564947209	0.548357442561888	0.71893284411787	0.766022169786018	0.688545575804382	0.773900182627332	0.81211000831715	0.757516227151705	0.69777576426099	0.744215475363459	0.789675448072783	0.717359560588055	0.807110863013714	0.815841981113483	0.79515105986574	1	0.75275675074837	0.796785939586388	0.767315711358258	0.718575351652639
Channel.131..H1437.8	0.697230878899538	0.714286243550427	0.640499877815817	0.66669790806898	0.562049856615149	0.733130735306118	0.627156694766807	0.481670721037667	0.414919430384412	0.715277559130011	0.384764698717147	0.258579652021467	0.622469910044673	0.593158703940123	0.598763877286496	0.692222938770363	0.653691408564608	0.655727944927256	0.664792756925327	0.63129643645656	0.658515713896762	0.711970994477474	0.661632252392094	0.631830937472416	0.610263886590148	0.646654129907003	0.547911860852804	0.703145362308769	0.754916412784036	0.593142686744261	0.746569679281845	0.72606653125365	0.698966631472832	0.69547466561904	0.716729697967521	0.657825826928646	0.743688290174186	0.797338555223736	0.737906519585795	0.76244263732419	0.75275675074837	1	0.649917789621774	0.664424272622057	0.879639561995414
Channel.127..H838	0.589193231212862	0.585259814362419	0.58809768940858	0.580558885826883	0.567729274909808	0.681974169040017	0.49275497333946	0.542993096591447	0.461944000818939	0.743404350626738	0.401558090203294	0.434786184836953	0.778047741444522	0.632668327711427	0.725468969667697	0.693450054574808	0.760101203989433	0.801727952204733	0.556402346427035	0.636048147372996	0.676677773870428	0.77470816338075	0.728395334010019	0.663468668738208	0.751573931103868	0.68634764591813	0.549980680818326	0.727453279975046	0.6992467953379	0.676361722775758	0.769019176415772	0.802042606708277	0.722364465747482	0.607983518932286	0.676870684660407	0.747855341036914	0.642832498024538	0.760611662515633	0.712713880877357	0.733087312576205	0.796785939586388	0.649917789621774	1	0.818922108383055	0.773876468804451
Channel.129..H2073	0.51791894542985	0.552908288888095	0.546171766552943	0.520865545970025	0.51765020174835	0.653175091794661	0.464740798381613	0.48913030297426	0.401863586078367	0.658380881029599	0.376565205718052	0.319635569997833	0.72311205700929	0.637107406617457	0.632276546147879	0.749198917548354	0.647239964556065	0.730250889146406	0.593916300896834	0.724609099645341	0.695608295724308	0.731284035064784	0.646325530243158	0.746255835406084	0.748587830955208	0.728036780284423	0.486720668694612	0.715850121482629	0.870180413818075	0.580125319896353	0.762323774052485	0.739145875578455	0.704625622914929	0.693593228405921	0.712973732220708	0.668775078341956	0.675860939409582	0.775017620566944	0.706933865615283	0.752851802714513	0.767315711358258	0.664424272622057	0.818922108383055	1	0.785779533387878
Channel.131..H1437.9	0.620097698094619	0.63271820491586	0.606694688226098	0.590275956524376	0.540105057126501	0.69846978585122	0.572814998539047	0.48286459536492	0.444398881596638	0.69003736427879	0.437913504642136	0.346821878046349	0.691831961559144	0.60959311208143	0.632250763161081	0.750219233473137	0.673312694323323	0.675977913720335	0.707055122967777	0.64805855943597	0.673389381437287	0.731187788252644	0.712492925159398	0.683045400709531	0.689046670411804	0.673237881251994	0.548858681742382	0.730488031192913	0.740247154286176	0.603809717174693	0.763317005659644	0.738810559202477	0.696489292719796	0.672414675254595	0.718764071887469	0.650994861644756	0.714700405650053	0.76341945346237	0.689673964730853	0.708441750635804	0.718575351652639	0.879639561995414	0.773876468804451	0.785779533387878	1
