	('H2228', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H1975', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('H2405', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC44', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1792', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('Lou-NH91', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC15', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H460', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1355', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('A549', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1944', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1703', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1299', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H23', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H661', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H838', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('HCC78', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H441', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('H1781', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H358', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: true')	('HCC827', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('Calu-3', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1666', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1437', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1650', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: true', 'mut-RB1: false', 'mut-KRAS: false')	('CAL-12T', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H2342', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H1734', 'Histology: NSCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: true')	('H526', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H2106', 'Histology: NSCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('H209', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('DMS153', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H69', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H82', 'Histology: SCLC', 'mut-TP53: false', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H524', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: true', 'mut-KRAS: false')	('H446', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')	('DMS53', 'Histology: SCLC', 'mut-TP53: true', 'mut-EGFR: false', 'mut-RB1: false', 'mut-KRAS: false')
('GLIS3', 'Data-Type: Exp')	1.20371130971	0.847551857407	0.89297691385	1.18775249846	0.165112157659	1.37645883363	-0.194449392375	0.349644251834	1.19482658894	1.11374190689	1.86046583113	-1.27320354552	0.173157261413	-0.357728775838	-0.919642593743	0.511737010396	0.626582921142	0.228626268173	-0.527595728492	0.886630829674	1.4519584137	1.40668606102	-1.03066735923	0.805368077789	-0.434881209232	0.176838893268	-1.08856947973	-0.54586386704	-0.880510860044	-1.23770778474	-1.1206707526	-1.20933938319	-1.04888121438	-1.22014025713	-1.28622953139	-1.2370497888	-0.846696362596
('TGFBI', 'Data-Type: Exp')	1.1016713574	1.11983609736	0.410374885756	0.810140609433	0.819595631312	1.22507353737	0.424565578835	0.689404114572	0.815850071724	0.995394844211	0.456948212745	-1.26508164804	-0.187448793494	-0.715819679262	-0.203922727471	0.324898876688	0.86097631251	1.09561372399	0.102670501404	0.948138775424	1.12962024974	0.193276594266	0.894115130563	0.540930894135	0.738605045454	-0.67266958157	-1.66285762819	0.663810817432	-1.61541740952	-1.14035342573	-1.43361278888	-1.26672240442	-1.52409130967	-1.51540906447	-1.21377455391	-1.56638185992	-0.377948987763
('PRKCDBP', 'Data-Type: Exp')	1.92337692156	1.8303506367	1.67075371005	-0.368927452016	0.444454298553	1.31834242807	0.486606993732	0.0319802621001	1.0171641925	0.492332260512	0.768768433898	-1.16234656633	-1.07664938556	-0.763408656474	-1.08568323528	1.40521330712	0.668832488612	-1.156604559	-0.98660477797	1.01365332796	0.353973041714	0.334848362795	0.0665039183914	0.322967690203	0.0250166599212	1.07509671248	-1.07287997259	0.527384174037	-1.1728903203	-1.1654231067	-1.12479798635	-1.05351581086	-0.054971529594	-1.0775668605	-1.26940142886	-1.05647330734	-0.129474865173
('IGFBP6', 'Data-Type: Exp')	1.29373070033	1.60526879195	1.75801716942	0.996224100379	1.17594412296	0.434144760272	0.658313820144	0.589278881086	0.485114153793	1.04200573962	1.21140482054	-1.45792510912	-0.438845541735	-0.556077095654	-0.413135171817	0.37817352973	0.235069464212	0.204016214073	-1.5029973785	1.23770607216	0.340538340703	-0.0782120402546	0.567935812952	-1.01514151126	-0.0804695513602	1.27321743902	-0.944304694811	0.56604312063	-1.29607652977	-1.37539889081	-0.463880840999	-0.676888239004	-1.26260596543	-1.28899062647	-1.28869245727	-1.3989238559	-0.513581553815
('NQO1', 'Data-Type: Exp')	1.14119321986	0.0715351316689	0.52616999535	0.486233099779	0.730071690161	0.667523756202	1.16691377276	0.884817225946	0.860874957706	0.894230213148	0.796946121139	0.738069003826	-0.209359334453	0.0166020311571	-0.583827337735	0.769546629103	-0.882239894604	0.383405528236	0.571317562992	0.514218730332	-0.169094598695	0.188310813008	0.244917885387	1.21141559457	0.489640650819	0.49104142253	0.435542052603	-0.832311820955	-1.73636292861	0.151324479125	-1.30408279189	-0.390356921618	-1.11661632176	-2.00183698445	-1.58738042593	-3.16493598355	-0.453456223164
('AGPAT9', 'Data-Type: Exp')	0.98777754907	0.613962171954	1.3654775599	0.837067001378	0.830828950199	-0.666710375924	0.706127723055	1.41405790507	0.751545263089	0.746697479392	1.00616495772	0.234713433041	1.01093586026	-0.851957645176	-1.24884590998	0.403034035518	0.0133589311576	0.504649561445	-0.0491616751819	0.978538997408	0.37497625941	0.0851104010437	0.0647992551483	0.134389510452	0.258112638507	1.30671473339	0.187588277217	-0.0366099730238	-1.95234517499	-0.342810086184	-0.689327102119	-0.745501169432	-1.76932318795	-2.03809627538	-1.71366038029	-1.96218468098	-0.750094818212
('TM4SF1', 'Data-Type: Exp')	0.576755477355	0.53474279959	0.906085820695	0.431555197037	0.451272553345	-0.327885736908	0.722877803602	0.652102938037	0.700497804459	0.809133004898	0.916573309083	0.838836055892	0.869238481858	0.202605547726	-1.04747829205	0.580017136423	0.781609620301	0.478604629093	0.548244186406	0.710163605658	0.491030295658	0.956920658997	-0.121953051122	0.897674503752	0.189631044298	0.690367844084	-0.636778649977	0.289356270303	-1.94623095721	-1.90104882497	-1.96080053737	-0.0941844148529	-0.253697733301	-1.87418937617	-1.97839091562	-1.35185004386	-1.73140805512
('IFITM2', 'Data-Type: Exp')	1.14925802806	1.0811718782	0.961694063697	0.395566442386	0.837414213319	0.590609330612	1.7356518217	0.811538551674	0.0823144256832	-0.197543877812	0.838180958142	1.06916086006	0.850705774356	-1.16312737159	-1.39323421201	0.368562796346	0.603509614652	0.867633444866	0.41229096504	-0.127007701577	-1.28237674356	-0.896511225473	0.642783549243	0.579301820613	0.777291933658	-0.105717885389	-0.056694829891	1.27028514138	-1.1653552791	-1.37770249135	-1.47584148123	-0.163265246223	-1.64815868526	-1.4839978281	-1.74878999104	-1.09233192494	-0.547268839125
('NMI', 'Data-Type: Exp')	1.05131211575	0.321960630012	0.671277379211	0.63181143121	0.404917922919	-0.0453725979403	0.819073043538	-0.0253179259373	0.595149911038	0.352099190114	0.456859171115	0.817432105601	0.36434179233	-0.148895849445	-1.98867559941	0.903252232604	0.855020709353	0.583691157989	0.481533037055	0.842162060098	0.760995892667	0.643937684436	0.502124026909	0.0509282089343	0.467358392659	0.73628911526	-0.0420777428969	0.168500021469	-1.8641858892	-1.69677730819	-0.509843789239	0.822243669381	-1.79511677186	-2.15260437219	-2.14118733791	-1.73636331352	-0.157852403912
('CASP4', 'Data-Type: Exp')	1.06488222585	0.936505559312	0.334623209076	0.744493132267	0.794964621182	0.946582268342	0.132614652015	0.446871509296	0.339387335009	-1.39507595427	0.680198443365	-0.227621197505	-0.224241644318	-1.28222504432	-1.85804484876	0.743063504589	1.15616611922	0.86534605823	0.584944950476	0.247020390369	0.54925841108	0.190626343882	0.524481663752	0.244113480756	0.943304521974	0.896469052789	0.961317397502	0.499615672999	-1.50494674034	-1.69440013384	-0.410201114416	0.454758721876	-1.70097035607	-1.68780911702	-1.71951739249	-1.74264530256	0.166089600715
('EPAS1', 'Data-Type: Exp')	0.726589113187	0.893095023058	-0.00109463919445	0.768501975543	0.000673425895297	0.854354958134	0.0345624200853	0.135740176268	-0.293199357168	0.785115307567	0.961549689753	0.0499302381939	-1.15463723359	0.658635243986	-1.64446207862	0.25078798652	-0.0544272580848	0.568915660411	0.858770492416	0.483014079173	0.599293055168	-0.769843786084	1.50621556313	1.23157766201	1.20280263409	0.784719112877	0.647363597617	0.906124089099	-1.64073062816	-2.07994113867	-1.2254551831	0.0300881045821	-1.60520501665	-1.57557465254	-1.58713835364	-1.31694514598	0.0102348627078
('PPAP2C', 'Data-Type: Exp')	0.920712679142	0.819381242233	-0.237844639108	0.375927536739	0.56541271159	0.443895700247	0.184516257457	0.61070315738	0.750235403444	0.490127447685	0.123570120387	0.0530311970881	0.740013161045	0.588299549218	-2.39847731055	-0.165281078688	0.320320508741	0.499414153647	0.993490600571	0.705992129532	-0.236539080975	0.569096681126	0.645694840704	0.552011741743	-0.319856331384	0.592870312957	0.176313411077	-0.0499674338873	0.32478854691	-1.74024435512	-0.536258226031	0.352077384841	-0.897120573534	-2.64611354358	-2.6974343996	-1.5961507793	1.12339127626
('TCIRG1', 'Data-Type: Exp')	0.823391304318	0.671073493919	0.895394826633	0.231314252365	-0.0261316823655	0.769817433838	1.22082816477	0.119989169884	0.71578589916	0.60905941729	0.683355883463	0.30575402753	0.157003339721	0.112519766579	-0.598455207892	-0.0340911099631	1.31460020727	1.22347013537	0.149539137145	0.437081115737	0.525034119765	-0.381216690922	0.552335060439	0.941260638109	-0.0153303450159	-0.0820135210341	0.0401776189863	0.567260576297	-0.941777321997	-0.350282173891	-2.16536682426	-0.741731261095	-1.51388877333	-2.17528692689	-2.31504728693	-2.37545087099	0.650024407984
('IER3', 'Data-Type: Exp')	0.658986224501	0.42568658526	0.81615045285	1.11444976238	0.775281596212	0.400709147454	0.817940921145	-0.370141329854	1.2003355289	0.534074730472	0.311149275178	0.124709674948	-0.312632055318	1.00212825809	-0.304298681161	-0.131303391397	0.214135869727	0.676518230798	0.40296141074	0.735239109558	0.242633481625	0.733703843757	1.13982418185	1.11438089822	0.273853253466	0.617015541221	-0.638116911863	0.751013054225	-0.670650774009	-1.76521629882	-1.66442508628	-1.39231076794	-1.7360146521	-1.76459328066	-1.98932297708	-2.16704315875	-0.176811667353
('TFPI', 'Data-Type: Exp')	0.286751992228	0.842419725793	1.03590028971	0.911174441103	0.841653172316	0.738972001461	1.05888137996	0.430000827916	1.13503271974	0.489490867316	0.210174214813	1.01527773374	-1.08533457612	0.505033962285	0.188417939379	-1.30612027611	0.32045926201	0.417424497779	-0.49900351009	0.398734436253	0.797278994654	0.728688171421	1.06471347157	0.76071156945	0.622899018047	-1.43780477546	-0.332252073195	0.637457964961	-1.44894665213	-1.60209146646	-1.57333119151	-1.51942899678	-1.18921709181	-1.42721822243	-1.52663467902	-1.48581799371	0.995652850903
('MET', 'Data-Type: Exp')	0.863954729391	0.824692914335	0.811628071564	0.733696564798	0.881381996057	0.982351362483	0.039279985508	-0.205520963922	0.466218300511	0.660508773475	0.378104066504	-0.221875007022	-0.301709607195	0.260634308308	-1.45384594392	-0.51854113936	1.10357964605	2.12876608309	0.319828699794	0.680750308204	1.12171342352	0.782633092179	-0.169296023906	-0.198208016307	0.418914598115	-0.254971113447	0.316355021641	0.471490216894	-0.399026424874	-1.52073569602	-0.919782086151	-1.04906851802	-0.212802511055	-2.30517184561	-2.14369319258	-2.23491270982	-0.137321363212
('NRP1', 'Data-Type: Exp')	1.20456715543	0.890031816625	1.23103036901	1.30814026243	1.31932498182	0.229917029132	0.421154329026	-1.03565351076	1.20110659209	1.06368016824	0.437256323761	-1.00033696835	-0.973332198478	-0.785741563751	-1.44429728324	-0.350204217234	0.938945423274	0.659374894438	0.756128300233	0.395949163757	0.956436202842	0.522520733688	0.733429461228	0.570382399799	-0.185362669004	-1.19364604675	-0.237440006596	1.18456865384	0.0322885274799	-0.69812110478	-1.65354877408	-1.21719537108	-0.930868880916	-1.59288051121	-1.57295365882	-1.50030881331	0.315658790228
('ABCC3', 'Data-Type: Exp')	1.4126253668	0.049098758255	1.04651579767	1.0342132867	0.837509811628	0.181767127052	1.43559959451	0.251485983781	1.12112543516	1.18035733443	1.27437577292	-1.3883027226	-1.11166363042	-0.20154534557	-1.10420330745	-1.08436144354	0.0381632522775	1.00222590379	0.229877693098	-0.170620595451	0.188501228614	0.386341560571	1.14964297492	1.79226881938	-0.0447739019734	0.665349416093	0.248206239764	-0.610570327779	-1.36089747636	-0.555263228013	-1.44065260609	-1.23404795656	-1.26424595129	-1.31533616103	-1.24772014246	-1.33129541037	-0.0597511504551
('SQRDL', 'Data-Type: Exp')	1.15430170844	0.262930866402	0.826043780878	0.232468820977	0.572326434933	0.325289441673	1.07682231587	-0.0766287847772	0.861953511058	0.661910281895	1.09496312424	0.357208194011	-0.444192855366	0.138561112339	-0.060594577774	-0.59468537349	1.20387600253	1.04482192989	0.423780425548	-1.54697667821	0.207162393293	0.725407646413	1.41527991293	1.04065861437	0.388446666034	0.549332960317	-0.112903145205	0.287796925963	-2.08642536168	-1.85716454655	-1.05216798896	-1.76612308564	-0.500267454616	-1.84309997782	-1.6606424483	-1.19512164064	-0.0543491509704
('CD55', 'Data-Type: Exp')	0.910205968034	-0.204376212613	0.197942251278	0.815887245883	0.384879873084	0.120732694875	0.31642987815	0.957305811515	0.86159675836	-0.057723907803	1.2201021784	-1.10890366166	-0.976477014186	-0.586962927477	-2.67537960546	0.0846421779308	1.336904267	1.27151585712	0.9991109698	0.255145801579	-0.209383784933	0.291603899187	0.284261808745	0.316672709935	0.338289500211	0.835394732614	0.52195603503	1.49189284415	-1.05871223626	-1.22603190668	-0.701270990803	-0.296644672673	-1.77558832851	-0.102516849326	-0.383162304694	-2.58802063273	0.138681772915
('SERPINB1', 'Data-Type: Exp')	0.388423678737	0.868471357206	0.490583674986	0.766681886112	0.495344816135	0.319534699611	1.13706140081	0.607660200091	-0.187500489052	0.561916835075	0.940044823205	-1.99336598773	-1.25556901782	-1.67295596658	-1.32607545704	0.0445309298379	1.34269215281	1.48577054836	0.71427335184	0.439983217799	0.477156528747	0.333868240333	1.09436747923	0.331322111409	-0.288752377408	1.09931067031	0.0559889383482	1.19614409974	-0.469799106667	-1.99389157659	-0.775018024831	-0.939813049619	-1.14186362909	-0.73142027889	-1.15816930601	-1.67159294803	0.414655574627
('VAMP8', 'Data-Type: Exp')	0.597596739157	0.691029669563	0.460950112277	-0.073133935056	0.495904020099	-0.554380630845	0.820846424415	0.224595785731	0.316120989537	-0.0480253720818	0.575027244349	-2.09541653149	-1.85411687168	-0.203236673232	-2.11161745169	0.332303289208	0.713391879161	0.808107167227	1.07029133901	0.627747954046	0.657379199253	0.340362819266	0.802889903872	0.597305134538	0.781139009981	0.650907684708	0.871866692722	0.965527988192	0.606200832056	-1.15606073673	-0.690912372531	0.131942809846	-0.65174179166	-2.05227415518	-2.08810849815	-1.39110740979	0.830697741887
('LGALS3', 'Data-Type: Exp')	0.837510457539	0.665006246739	0.826880832616	0.378836866459	0.481521834211	0.533335724764	0.859630832938	0.964044859115	0.54965967005	0.2673091944	0.457573694295	-2.2234396297	-0.716213954945	-0.11485696504	-0.534933070811	0.199385789035	0.740574268683	0.84401825224	0.861274799905	0.654039659643	0.416249878674	0.570952956478	0.534898003931	0.88991318098	0.518488967187	0.547198825087	1.01340130836	0.413285292281	0.0314867279381	-1.04257747665	-1.35888046511	-0.355070150731	-1.74306295173	-2.10260227142	-1.77271426152	-2.33633693387	-0.755789992021
('NTN4', 'Data-Type: Exp')	1.12122046928	0.415384532141	-0.98423335461	0.996997253133	0.624913093782	0.703643468444	-0.219358401846	0.490898298365	1.00003214506	1.05368375626	-0.319216525389	-1.63941675698	-0.860443317448	-1.59817691125	-0.855319439662	0.465580513599	0.758820442715	0.0746517489101	0.800852753393	0.617217286465	1.09286967761	0.727479999746	0.498071953469	0.638031367012	1.27639958308	0.930636796362	1.37255099142	0.241669580265	-1.71579084909	-1.83151976089	-0.461877181249	-0.0434956512988	-1.50135443365	-1.4993095574	-1.59820028558	-0.367608536925	-0.406284747238
('ANXA3', 'Data-Type: Exp')	0.76804625356	0.752579009708	-1.05722615461	0.726630433552	-0.0115835640029	0.400471752612	-0.0235811824798	0.399360096155	0.996918452049	0.798510934071	0.665370222395	-1.67251543098	-0.921641452978	-0.96021990222	-1.60940477501	1.04930857106	1.22661446738	0.891916544429	0.775927103797	0.825263476057	1.07790063981	0.895284598812	0.95447699662	-0.42415699193	0.991532211837	1.14299871254	0.801025395103	0.600980168953	-0.601880751965	-1.68737225633	-0.850269138268	-0.958315859688	-0.575890157841	-1.28162261246	-1.62035095176	-1.4361203621	-1.04896449586
('KRT7', 'Data-Type: Exp')	0.859808938522	0.847665576497	-1.38702962396	0.431273938181	0.624822652807	1.02516840849	0.837310401146	-0.742062180459	-0.160588016177	1.00380576328	0.594358812208	-1.41241147177	-1.30274642535	-0.819905657741	-1.55619067758	-0.0805171780714	1.17497683995	0.99124347073	0.874907307144	0.537642929185	1.16795061589	0.755405265891	0.831521287367	0.889325265112	0.784497038727	0.639926644657	0.777678874126	0.65594159953	-1.54604918491	-1.51700633417	-0.191276223595	-0.821073883469	-1.13454722497	-1.19833825414	-1.44809029451	-1.48247127611	0.495072277546
('KRT80', 'Data-Type: Exp')	0.127630609364	0.579788440309	-0.405764114485	0.747719410604	0.676975197348	-0.900906564501	0.589381386524	0.455731134542	1.6175823749	0.707685645138	1.2088352247	-1.12708118596	-0.431726670886	-1.06368884423	-1.54090172506	-0.169488382031	1.09873447514	0.539292176879	1.03858059079	0.504556247861	1.50186072046	0.0827581046958	0.738077396852	0.502154853495	1.01413426983	0.628903100672	0.688752377646	0.776895161894	-1.44231338543	-1.3345139519	-0.927519630119	-1.33594565515	-1.40385366766	-1.45927180605	-1.49315415427	-1.39203567872	0.602136516823
('S100A6', 'Data-Type: Exp')	0.811911102275	0.826633658345	0.522124939075	0.534521513206	0.681729748151	0.750049511871	0.396028130515	0.438445897972	0.899206893692	0.670498330708	0.55436815984	-0.461570506269	-2.57031049639	0.44838654704	-0.632935168163	0.429388862155	0.777710071759	0.895902006878	0.420388135026	0.828348907595	0.576861314788	0.498440638813	0.747823152995	0.950027649903	0.54325369121	0.481565358305	-1.7457364717	0.251479398196	-0.754187263877	-1.37832748331	-1.75268409745	0.0556117943525	0.234967958438	-2.01052764165	-1.37381369229	-1.91781278877	-0.627767763223
('SFN', 'Data-Type: Exp')	0.77697989822	0.819638019036	0.455050437499	-0.154993060761	-0.229769122624	0.260443979802	0.70428423888	0.449373741429	0.879373599656	0.656584990886	1.1451756162	-1.56103961993	-1.78747623624	0.222901991188	-1.76291130117	0.153332857083	0.858103753741	0.542447081654	0.349253876526	0.748695108691	0.681612983295	0.298045182909	1.13868570776	0.274225166159	1.07945542415	1.24059779799	-0.432874044368	0.427018296474	-1.72680704045	-0.888865512189	-0.307245365372	0.257830646841	0.35266857896	-1.83508903107	-2.09752016391	-1.95141787655	-0.0357706003899
('AHR', 'Data-Type: Exp')	1.06972680476	1.03160247675	0.84074164167	1.06917707587	0.36519677661	0.400010142069	0.33735363777	0.513564827378	0.944325671684	-0.0427318545656	0.228778824784	-0.896513696112	-0.600981542811	0.35920011566	-1.5712723379	0.655894253158	0.59121088585	0.372637000448	0.966847770577	0.317924288436	0.312288518208	1.12093132324	0.944669776791	0.918589127523	0.883641477144	-0.273666666835	0.0900876810501	0.566141569884	-2.19435730327	-2.27244230557	-1.21433630682	-0.139357407891	-1.83492567088	-0.737463279974	-1.08203964311	-1.94115427453	-0.0992993770327
('CYP1B1', 'Data-Type: Exp')	1.26335804339	0.893513217373	0.931410444186	0.984722260859	0.821140192505	1.12328286137	0.179360789958	0.758119799326	1.06858721841	-0.259962285218	-0.334054378272	-1.2020022076	-0.689888417208	0.62247576707	-1.52548376828	0.883060062422	-0.627189463992	0.463000139643	0.435704983471	0.463567108889	-0.383478405834	-0.0801400529535	1.05135295147	0.996686365241	0.829352347942	0.29790675865	0.899873006922	0.271721569175	-1.54029397837	-1.70124241828	-1.5942178022	-0.793389179592	-1.65065793797	1.0347470361	-0.868805532651	-1.44108670955	-1.58105038641
('EFEMP1', 'Data-Type: Exp')	0.976722704404	1.02885381629	-1.11965243872	0.799380157547	1.24099617312	0.400134120196	-0.890586426639	1.35055888673	0.522701448415	0.378473603488	-0.774596327497	-1.38755537091	-0.560908235179	0.497890606516	-0.799729242757	0.602675296832	-0.495502429229	1.03448648941	-1.4591350921	0.598408185872	0.977387070977	0.161597273755	0.967360190681	0.311474400969	1.10379003295	1.16900988847	1.51755681276	1.29999481339	-0.918580089922	-1.51379224124	-1.17808383992	-1.05835342919	-1.24259455634	-0.54501579239	-1.17722666262	-0.489322014752	-1.32881778338
('PPARG', 'Data-Type: Exp')	0.294120579913	1.08862169708	1.30793298589	0.514174929561	1.74763841873	0.29020555758	-1.09427000059	-0.501974999181	0.315025868979	0.683788142409	0.508883767302	-0.519169908591	-0.848853091168	-1.02463075428	-1.36410942669	1.14875600238	0.220097931233	1.42317745462	0.504765196638	0.501402818966	0.419311558221	1.57192422768	1.0709835776	0.66174418647	0.896697507903	1.2169922973	0.0973670424305	-1.22396804235	-1.18292460067	-1.29592566038	-1.18091374014	-1.37981712007	-1.20996643417	-0.778969805724	-1.0926525574	-0.519230644786	-1.26623496271
('TRIP6', 'Data-Type: Exp')	0.963193759044	1.2235564495	0.87243878431	0.768197442664	1.09227796111	1.38047977457	-1.16221887695	1.11377488879	-1.12841978914	0.458333776131	0.246337403375	-1.00744701424	0.790635436047	-1.01723459302	-1.06241317894	0.695516308938	0.92535081388	1.04292421456	1.2164533323	0.548237934037	0.887527334159	0.468781764311	1.04882401345	0.347836594944	0.669857669492	0.42811845338	-0.0189245621831	-1.15046564232	-1.19917030481	-1.19234253516	-1.22435965012	-0.778873162182	-1.1170625878	-1.27840138323	-1.24701176338	-1.3007689471	-1.30354011839
('GABRE', 'Data-Type: Exp')	1.16686266646	-0.234374423902	0.395908172835	0.921692493364	0.525582424898	1.0207321889	-0.69595463161	0.0457192283518	-1.0903062418	0.279038737566	1.22111594928	0.0821512433832	-0.705411441267	-0.613753987623	-1.0091566486	0.926143441963	1.40222709163	1.39774331424	1.14869510789	-0.604508447118	1.37261552257	-0.0345206896462	1.83247910224	1.09333782461	0.47894595098	-1.07136191168	1.12474121023	-0.934844974777	-1.15797167403	-1.08070646805	-1.17005743441	-1.04835740147	-1.19129342591	-0.232587372805	-1.30505365702	-1.15046341194	-1.10504742773
('IL18', 'Data-Type: Exp')	0.524182779389	0.33074359851	0.961656549816	-0.0138653824531	0.313100698184	0.150688560403	0.216022782166	-0.807207175745	1.8006004166	1.12645127768	1.47312057979	0.616587184654	-1.39449403884	0.274719323065	0.558109020685	1.3836023353	1.08691527529	-0.247550698168	-1.40209893394	0.343790805236	0.335221955253	1.03732904508	0.451180512479	0.865511624787	0.609081292526	1.23248631461	-0.108120695167	-0.0333514492553	-1.31571945039	-1.3295460509	-1.38546928627	-1.28600633565	-1.18086273291	-1.32410577637	-1.30555229314	-1.28778105562	-1.26937057669
('NNMT', 'Data-Type: Exp')	0.844622105914	1.19333122563	1.00433795345	0.885910932146	0.919955950237	0.79181770781	1.40028585603	-0.922168224611	1.27175740442	0.988007845672	1.37934071779	0.720617733746	-1.05573096152	0.477557898107	-1.01310984963	1.31994383816	-1.1053382848	-1.06118772894	-1.09680003837	-1.01891487142	1.2948208211	0.512995933656	0.316711030706	0.723862631196	0.69272217773	-0.117269358428	-1.11831142001	0.734436419993	-1.09134884536	-1.09621384441	-1.14131175777	-1.11246121611	-0.794392906066	-0.565745872165	-1.011703923	-1.06633174223	-1.08469533864
('CYP24A1', 'Data-Type: Exp')	-0.510263041479	0.485605322841	-0.148348255395	-0.309628843944	0.153885034413	0.777245807163	1.70898169609	-0.749941870675	1.86139411056	1.75785390595	1.84121874393	-0.849840931648	-0.921448559135	-0.138318956329	-0.938286183437	0.920623094834	-0.676311458502	-0.0734638938369	-0.9776575045	-0.631339513389	0.024580319171	1.65074832604	0.416413097725	1.67827748425	-0.494214916568	1.81839640593	-0.825473379012	-0.0685228806199	-0.959179545155	-0.928954871368	-0.933713515802	-0.947495806984	-1.02454136982	-0.82681195276	0.141736846248	-0.860193312102	-0.443009632689
('EDN1', 'Data-Type: Exp')	0.5119229486	-0.474470278419	0.65897865092	0.878066986864	0.119416098698	0.812058643699	0.640517780057	0.519503133703	2.39854790964	1.85093534223	0.734330155337	-1.09451461235	-0.992409513456	-0.0862369895821	0.664769139679	-1.2903869962	1.05469359414	0.185738404145	1.11596522621	-0.702001639071	1.26766077892	1.06984672763	-0.484058931455	0.157956082188	0.270322292341	0.641275965568	-0.0526847756822	0.136593843567	-1.19653454063	-1.06634262089	-1.312232425	-1.24349305531	-1.32022565977	-1.23561894808	-0.998449390695	-1.33834584816	-0.801093479396
